HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Date Publicly Available,Most Recent Update
10356-101,5z-7-oxozeaenol,,LSM-6712,68810458,,,362.14,"InChI=1S/C19H22O7/c1-11-5-3-7-14(20)18(23)15(21)8-4-6-12-9-13(25-2)10-16(22)17(12)19(24)26-11/h3-4,6-7,9-11,15,18,21-23H,5,8H2,1-2H3/b6-4+,7-3-/t11-,15-,18+/m0/s1",NEQZWEXWOFPKOT-BYRRXHGESA-N,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=CC(=CC(=C2C(=O)O1)O)OC)O)O,,,2016-04-04
10357-101,XL765,SAR245409,LSM-36356,16123056,,,270.12,"InChI=1S/C13H14N6O/c1-3-19-11-8(7(2)16-13(14)17-11)6-9(12(19)20)10-4-5-15-18-10/h4-6H,3H2,1-2H3,(H,15,18)(H2,14,16,17)",RGHYDLZMTYDBDT-UHFFFAOYSA-N,CCN1C2=NC(=NC(=C2C=C(C1=O)C3=CC=NN3)C)N,,,2016-04-04
10358-101,AZ 20,,LSM-36357,46244454,,,412.16,"InChI=1S/C21H24N4O3S/c1-14-13-28-11-10-25(14)19-12-18(21(7-8-21)29(2,26)27)23-20(24-19)16-4-3-5-17-15(16)6-9-22-17/h3-6,9,12,14,22H,7-8,10-11,13H2,1-2H3/t14-/m1/s1",SCGCBAAYLFTIJU-CQSZACIVSA-N,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C)C4=C5C=CNC5=CC=C4,,,2016-04-04
10359-101,CGK733,,LSM-1610,6605258,,,554.01,"InChI=1S/C23H18Cl3FN4O3S/c24-23(25,26)21(30-22(35)28-16-11-12-17(27)18(13-16)31(33)34)29-20(32)19(14-7-3-1-4-8-14)15-9-5-2-6-10-15/h1-13,19,21H,(H,29,32)(H2,28,30,35)",HLCDNLNLQNYZTK-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-],,,2016-04-04
10360-101,NU7026,,LSM-2191,9860529,,,281.11,"InChI=1S/C17H15NO3/c19-15-11-16(18-7-9-20-10-8-18)21-17-13-4-2-1-3-12(13)5-6-14(15)17/h1-6,11H,7-10H2",KKTZALUTXUZPSN-UHFFFAOYSA-N,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,,,2016-04-04
10361-101,VE-821,,LSM-36358,51000408,,,368.09,"InChI=1S/C18H16N4O3S/c1-26(24,25)14-9-7-12(8-10-14)15-11-20-17(19)16(22-15)18(23)21-13-5-3-2-4-6-13/h2-11H,1H3,(H2,19,20)(H,21,23)",DUIHHZKTCSNTGM-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C(=O)NC3=CC=CC=C3)N,,,2016-04-04
10362-101,LY2603618,IC-83,LSM-36359,11955855,,,435.09,"InChI=1S/C18H22BrN5O3/c1-11-5-16(27-10-13-8-20-3-4-26-13)15(6-14(11)19)23-18(25)24-17-9-21-12(2)7-22-17/h5-7,9,13,20H,3-4,8,10H2,1-2H3,(H2,22,23,24,25)/t13-/m0/s1",SYYBDNPGDKKJDU-ZDUSSCGKSA-N,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OC[C@@H]3CNCCO3,,,2016-04-04
10363-101,JNK-IN-8,JNK Inhibitor XVI,LSM-36360,76516568,,,507.24,"InChI=1S/C29H29N7O2/c1-20-17-24(11-12-25(20)34-29-31-15-13-26(35-29)22-8-5-14-30-19-22)33-28(38)21-7-4-9-23(18-21)32-27(37)10-6-16-36(2)3/h4-15,17-19H,16H2,1-3H3,(H,32,37)(H,33,38)(H,31,34,35)",GJFCSAPFHAXMSF-UHFFFAOYSA-N,CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)NC(=O)C=CCN(C)C)NC3=NC=CC(=N3)C4=CN=CC=C4,,,2016-04-04
10364-101,MRT67307,,LSM-36387,44464263,,,464.29,"InChI=1S/C26H36N6O2/c33-25(21-5-2-6-21)28-11-3-10-27-24-23(20-8-9-20)17-29-26(31-24)30-22-7-1-4-19(16-22)18-32-12-14-34-15-13-32/h1,4,7,16-17,20-21H,2-3,5-6,8-15,18H2,(H,28,33)(H2,27,29,30,31)",UKBGBACORPRCGG-UHFFFAOYSA-N,C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=CC(=C4)CN5CCOCC5,,,2016-04-04
10365-101,GNF-5837,,LSM-42774,59397065,,,535.16,"InChI=1S/C28H21F4N5O2/c1-15-4-6-19(35-27(39)37-25-11-16(28(30,31)32)5-9-22(25)29)13-23(15)34-18-7-8-20-21(12-17-3-2-10-33-17)26(38)36-24(20)14-18/h2-14,33-34H,1H3,(H,36,38)(H2,35,37,39)/b21-12-",YYDUWLSETXNJJT-MTJSOVHGSA-N,CC1=C(C=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)NC3=CC4=C(C=C3)/C(=C/C5=CC=CN5)/C(=O)N4,,,2016-07-12
10366-101,CP-673451,,LSM-42775,10158940,,,417.22,"InChI=1S/C24H27N5O2/c1-30-13-14-31-19-6-7-21-20(15-19)26-16-29(21)23-8-5-17-3-2-4-22(24(17)27-23)28-11-9-18(25)10-12-28/h2-8,15-16,18H,9-14,25H2,1H3",DEEOXSOLTLIWMG-UHFFFAOYSA-N,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3,,,2016-04-04
10367-101,Navitoclax,ABT 263; ABT-263; ABT263,LSM-42776,24978538,,,973.30,"InChI=1S/C47H55ClF3N5O6S3/c1-46(2)20-18-42(34-8-12-37(48)13-9-34)36(31-46)32-55-22-24-56(25-23-55)39-14-10-35(11-15-39)45(57)53-65(60,61)41-16-17-43(44(30-41)64(58,59)47(49,50)51)52-38(19-21-54-26-28-62-29-27-54)33-63-40-6-4-3-5-7-40/h3-17,30,38,52H,18-29,31-33H2,1-2H3,(H,53,57)/t38-/m1/s1",JLYAXFNOILIKPP-KXQOOQHDSA-N,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,,,2017-05-09
10368-101,ASP3026,,,25134326,,,580.29,"InChI=1S/C29H40N8O3S/c1-21(2)41(38,39)27-8-6-5-7-25(27)33-29-31-20-30-28(34-29)32-24-10-9-23(19-26(24)40-4)36-13-11-22(12-14-36)37-17-15-35(3)16-18-37/h5-10,19-22H,11-18H2,1-4H3,(H2,30,31,32,33,34)",MGGBYMDAPCCKCT-UHFFFAOYSA-N,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC=NC(=N2)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC,,,2016-04-04
10369-101,AZD1208,,,58423153,,,379.14,"InChI=1S/C21H21N3O2S/c22-16-9-5-11-24(13-16)19-15(12-18-20(25)23-21(26)27-18)8-4-10-17(19)14-6-2-1-3-7-14/h1-4,6-8,10,12,16H,5,9,11,13,22H2,(H,23,25,26)/b18-12-/t16-/m1/s1",MCUJKPPARUPFJM-UWCCDQBKSA-N,N[C@@H]1CCCN(C1)C1=C(\C=C2/SC(=O)NC2=O)C=CC=C1C1=CC=CC=C1,,,2016-04-04
10370-101,AZD5363,,,25227436,,,428.17,"InChI=1S/C21H25ClN6O2/c22-15-3-1-14(2-4-15)17(6-12-29)27-20(30)21(23)7-10-28(11-8-21)19-16-5-9-24-18(16)25-13-26-19/h1-5,9,13,17,29H,6-8,10-12,23H2,(H,27,30)(H,24,25,26)/t17-/m0/s1",JDUBGYFRJFOXQC-KRWDZBQOSA-N,O=C(C1(N)CCN(C2=C3C(NC=C3)=NC=N2)CC1)N[C@H](C4=CC=C(Cl)C=C4)CCO,,,2016-04-04
10371-101,CUDC-907,,,54575456,,,508.16,"InChI=1S/C23H24N8O4S/c1-30(23-25-11-15(12-26-23)22(32)29-33)13-16-9-17-19(36-16)21(31-5-7-35-8-6-31)28-20(27-17)14-3-4-18(34-2)24-10-14/h3-4,9-12,33H,5-8,13H2,1-2H3,(H,29,32)",JOWXJLIFIIOYMS-UHFFFAOYSA-N,CN(CC1=CC2=C(S1)C(=NC(=N2)C3=CN=C(C=C3)OC)N4CCOCC4)C5=NC=C(C=N5)C(=O)NO,,,2016-04-04
10372-101,Entospletinib,GS9973,,59473233,,,411.18,"InChI=1S/C23H21N7O/c1-2-17-14-25-28-20(17)13-16(1)21-15-30-8-7-24-23(30)22(27-21)26-18-3-5-19(6-4-18)29-9-11-31-12-10-29/h1-8,13-15H,9-12H2,(H,25,28)(H,26,27)",XSMSNFMDVXXHGJ-UHFFFAOYSA-N,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,,,2016-04-04
10373-101,Filgotinib,GLPG0634,,49831257,,,425.15,"InChI=1S/C21H23N5O3S/c27-20(17-8-9-17)23-21-22-19-3-1-2-18(26(19)24-21)16-6-4-15(5-7-16)14-25-10-12-30(28,29)13-11-25/h1-7,17H,8-14H2,(H,23,24,27)",RIJLVEAXPNLDTC-UHFFFAOYSA-N,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,,,2016-04-04
10374-101,Ganetespib,STA-9090,,23624255,,,364.15,"InChI=1S/C20H20N4O3/c1-11(2)14-9-15(18(26)10-17(14)25)19-21-22-20(27)24(19)13-4-5-16-12(8-13)6-7-23(16)3/h4-11,25-26H,1-3H3,(H,22,27)",RVAQIUULWULRNW-UHFFFAOYSA-N,CC(C1=CC(C2=NNC(N2C3=CC4=C(N(C)C=C4)C=C3)=O)=C(C=C1O)O)C,,,2016-04-04
10375-101,GDC-0994,,,71727581,,,440.12,"InChI=1S/C21H18ClFN6O2/c1-28-19(5-8-25-28)27-21-24-7-4-17(26-21)13-6-9-29(20(31)11-13)18(12-30)14-2-3-15(22)16(23)10-14/h2-11,18,30H,12H2,1H3,(H,24,26,27)/t18-/m1/s1",RZUOCXOYPYGSKL-GOSISDBHSA-N,CN1C(NC2=NC=CC(C3=CC(N([C@@H](C4=CC(F)=C(Cl)C=C4)CO)C=C3)=O)=N2)=CC=N1,,,2016-04-04
10376-101,GSK2636771,,,56949517,,,433.16,"InChI=1S/C22H22F3N3O3/c1-13-15(4-3-5-18(13)22(23,24)25)12-28-14(2)26-20-17(21(29)30)10-16(11-19(20)28)27-6-8-31-9-7-27/h3-5,10-11H,6-9,12H2,1-2H3,(H,29,30)",XTKLTGBKIDQGQL-UHFFFAOYSA-N,CC1=C(C=CC=C1C(F)(F)F)CN2C(=NC3=C2C=C(C=C3C(=O)O)N4CCOCC4)C,,,2016-04-04
10377-102,KX01,KX2-391,,23635314,,,431.22,"InChI=1S/C26H29N3O3/c30-26(28-19-21-4-2-1-3-5-21)18-24-9-6-23(20-27-24)22-7-10-25(11-8-22)32-17-14-29-12-15-31-16-13-29/h1-11,20H,12-19H2,(H,28,30)",HUNGUWOZPQBXGX-UHFFFAOYSA-N,C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4,,,2016-04-04
10378-101,LY2090314,,,10029385,,,512.20,"InChI=1S/C28H25FN6O3/c29-18-12-17-15-34(28(38)32-7-3-1-4-8-32)11-10-33-16-20(19(13-18)25(17)33)23-24(27(37)31-26(23)36)21-14-30-22-6-2-5-9-35(21)22/h2,5-6,9,12-14,16H,1,3-4,7-8,10-11,15H2,(H,31,36,37)",HRJWTAWVFDCTGO-UHFFFAOYSA-N,C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,,,2016-04-04
10379-101,LY-2584702,,,25118925,,,445.16,"InChI=1S/C21H19F4N7/c1-31-10-17(13-2-3-16(22)15(8-13)21(23,24)25)29-19(31)12-4-6-32(7-5-12)20-14-9-28-30-18(14)26-11-27-20/h2-3,8-12H,4-7H2,1H3,(H,26,27,28,30)",FYXRSVDHGLUMHB-UHFFFAOYSA-N,CN1C=C(N=C1C2CCN(CC2)C3=NC=NC4=C3C=NN4)C5=CC(=C(C=C5)F)C(F)(F)F,,,2016-04-04
10380-101,NMS-1286937,NMS-P937,,49792852,,,532.22,"InChI=1S/C24H27F3N8O3/c1-33-6-8-34(9-7-33)15-3-5-18(38-24(25,26)27)17(12-15)30-23-29-13-14-2-4-16-20(22(28)37)32-35(10-11-36)21(16)19(14)31-23/h3,5,12-13,36H,2,4,6-11H2,1H3,(H2,28,37)(H,29,30,31)",QHLVBNKYJGBCQJ-UHFFFAOYSA-N,CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO,,,2016-04-04
10381-101,Pacritinib,SB1518,,46216796,,,472.25,"InChI=1S/C28H32N4O3/c1-2-13-32(12-1)14-17-35-27-9-8-25-19-24(27)21-34-16-4-3-15-33-20-22-6-5-7-23(18-22)26-10-11-29-28(30-25)31-26/h3-11,18-19H,1-2,12-17,20-21H2,(H,29,30,31)",HWXVIOGONBBTBY-UHFFFAOYSA-N,C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC=CC(=C4)C5=NC(=NC=C5)NC(=C3)C=C2,,,2016-04-04
10382-101,P529,PALOMID 529,,11998575,,,406.14,"InChI=1S/C24H22O6/c1-14(25)16-6-9-18-19-11-22(28-3)23(12-21(19)30-24(26)20(18)10-16)29-13-15-4-7-17(27-2)8-5-15/h4-12,14,25H,13H2,1-3H3",YEAHTLOYHVWAKW-UHFFFAOYSA-N,CC(C1=CC2=C(C=C1)C3=CC(=C(C=C3OC2=O)OCC4=CC=C(C=C4)OC)OC)O,,,2016-04-04
10383-101,PF-06463922,,,71731823,,,406.16,"InChI=1S/C21H19FN6O2/c1-11-15-7-13(22)4-5-14(15)21(29)27(2)10-16-19(17(8-23)28(3)26-16)12-6-18(30-11)20(24)25-9-12/h4-7,9,11H,10H2,1-3H3,(H2,24,25)/t11-/m1/s1",IIXWYSCJSQVBQM-LLVKDONJSA-N,C[C@@H]1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,,,2016-04-04
10384-101,SR-2516,PND-1186,,25073775,,,501.20,"InChI=1S/C25H26F3N5O3/c1-29-24(34)17-5-3-4-6-19(17)31-21-14-23(30-15-18(21)25(26,27)28)32-20-8-7-16(13-22(20)35-2)33-9-11-36-12-10-33/h3-8,13-15H,9-12H2,1-2H3,(H,29,34)(H2,30,31,32)",IGUBBWJDMLCRIK-UHFFFAOYSA-N,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=C(C=C(C=C3)N4CCOCC4)OC,,,2016-04-04
10385-101,S-Ruxolitinib,,,50878566,,,306.16,"InChI=1S/C17H18N6/c18-7-5-15(12-3-1-2-4-12)23-10-13(9-22-23)16-14-6-8-19-17(14)21-11-20-16/h6,8-12,15H,1-5H2,(H,19,20,21)/t15-/m0/s1",HFNKQEVNSGCOJV-HNNXBMFYSA-N,N#CC[C@@H](C1CCCC1)N2C=C(C3=C4C=CNC4=NC=N3)C=N2,,,2016-04-04
10386-101,Tideglusib,NP031112,,11313622,,,334.08,"InChI=1S/C19H14N2O2S/c22-18-20(13-14-7-2-1-3-8-14)19(23)24-21(18)17-12-6-10-15-9-4-5-11-16(15)17/h1-12H,13H2",PMJIHLSCWIDGMD-UHFFFAOYSA-N,C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43,,,2016-04-04
10387-101,Volasertib,BI6727,,10461508,,,618.40,"InChI=1S/C34H50N8O3/c1-6-28-33(44)39(4)29-20-35-34(38-31(29)42(28)22(2)3)37-27-14-9-24(19-30(27)45-5)32(43)36-25-10-12-26(13-11-25)41-17-15-40(16-18-41)21-23-7-8-23/h9,14,19-20,22-23,25-26,28H,6-8,10-13,15-18,21H2,1-5H3,(H,36,43)(H,35,37,38)/t25-,26-,28-/m1/s1",SXNJFOWDRLKDSF-STROYTFGSA-N,O=C(N[C@H]1CC[C@H](N2CCN(CC3CC3)CC2)CC1)C4=CC=C(NC(N=C5N(C(C)C)[C@@H]6CC)=NC=C5N(C)C6=O)C(OC)=C4,,,2016-04-04
10388-101,XL019,,,57990869,,,444.23,"InChI=1S/C25H28N6O2/c32-24(23-2-1-12-26-23)28-19-5-3-18(4-6-19)22-11-13-27-25(30-22)29-20-7-9-21(10-8-20)31-14-16-33-17-15-31/h3-11,13,23,26H,1-2,12,14-17H2,(H,28,32)(H,27,29,30)/t23-/m0/s1",ISOCDPQFIXDIMS-QHCPKHFHSA-N,O=C([C@H]1NCCC1)NC2=CC=C(C3=NC(NC4=CC=C(N5CCOCC5)C=C4)=NC=C3)C=C2,,,2016-04-04
10389-102,XL413,,,57899889,,,289.06,"InChI=1S/C14H12ClN3O2/c15-7-3-4-10-8(6-7)11-12(20-10)14(19)18-13(17-11)9-2-1-5-16-9/h3-4,6,9,16H,1-2,5H2,(H,17,18,19)/t9-/m0/s1",JJWLXRKVUJDJKG-VIFPVBQESA-N,O=C1NC([C@@H]2CCCN2)=NC3=C1OC4=C3C=C(Cl)C=C4,,,2016-04-04
10390-103,Abemaciclib,LY2835219,,46220502,,,506.27,"InChI=1S/C27H32F2N8/c1-5-35-8-10-36(11-9-35)16-19-6-7-24(30-14-19)33-27-31-15-22(29)25(34-27)20-12-21(28)26-23(13-20)37(17(2)3)18(4)32-26/h6-7,12-15,17H,5,8-11,16H2,1-4H3,(H,30,31,33,34)",UZWDCWONPYILKI-UHFFFAOYSA-N,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,,,2016-04-04
10391-101,Alisertib,MLN8237,,24771867,,,518.12,"InChI=1S/C27H20ClFN4O4/c1-36-21-5-3-4-20(29)23(21)25-19-10-15(28)6-8-17(19)24-14(12-30-25)13-31-27(33-24)32-16-7-9-18(26(34)35)22(11-16)37-2/h3-11,13H,12H2,1-2H3,(H,34,35)(H,31,32,33)",ZLHFILGSQDJULK-UHFFFAOYSA-N,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,,,2016-04-04
10392-101,AP26113,,,57390074,,,528.22,"InChI=1S/C26H34ClN6O2P/c1-32(2)18-12-14-33(15-13-18)19-10-11-21(23(16-19)35-3)30-26-28-17-20(27)25(31-26)29-22-8-6-7-9-24(22)36(4,5)34/h6-11,16-18H,12-15H2,1-5H3,(H2,28,29,30,31)",OVDSPTSBIQCAIN-UHFFFAOYSA-N,CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4P(=O)(C)C)Cl)OC,,,2016-04-04
10393-101,AT9283,,,11696609,,,381.19,"InChI=1S/C19H23N7O2/c27-19(21-13-2-3-13)24-16-10-20-25-17(16)18-22-14-4-1-12(9-15(14)23-18)11-26-5-7-28-8-6-26/h1,4,9-10,13H,2-3,5-8,11H2,(H,20,25)(H,22,23)(H2,21,24,27)",LOLPPWBBNUVNQZ-UHFFFAOYSA-N,O=C(NC1CC1)NC2=CNN=C2C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,,,2016-04-04
10394-101,Ceritinib,LDK378,,57379345,,,557.22,"InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)",VERWOWGGCGHDQE-UHFFFAOYSA-N,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,,,2016-04-04
10395-101,Ribociclib,LEE011,,44631912,,,434.25,"InChI=1S/C23H30N8O/c1-29(2)22(32)19-13-16-14-26-23(28-21(16)31(19)17-5-3-4-6-17)27-20-8-7-18(15-25-20)30-11-9-24-10-12-30/h7-8,13-15,17,24H,3-6,9-12H2,1-2H3,(H,25,26,27,28)",RHXHGRAEPCAFML-UHFFFAOYSA-N,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,,,2016-04-04
10396-101,LY2874455,,,46944259,,,443.09,"InChI=1S/C21H19Cl2N5O2/c1-13(21-17(22)10-24-11-18(21)23)30-15-3-5-20-16(8-15)19(26-27-20)4-2-14-9-25-28(12-14)6-7-29/h2-5,8-13,29H,6-7H2,1H3,(H,26,27)/b4-2+/t13-/m1/s1",GKJCVYLDJWTWQU-CXLRFSCWSA-N,OCCN1N=CC(/C=C/C2=NNC3=C2C=C(O[C@@H](C4=C(Cl)C=NC=C4Cl)C)C=C3)=C1,,,2016-04-04
10397-101,Poziotinib,HM781-36B; NOV120101,,25127713,,,490.10,"InChI=1S/C23H21Cl2FN4O3/c1-3-20(31)30-8-6-13(7-9-30)33-19-10-14-17(11-18(19)32-2)27-12-28-23(14)29-16-5-4-15(24)21(25)22(16)26/h3-5,10-13H,1,6-9H2,2H3,(H,27,28,29)",LPFWVDIFUFFKJU-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C,,,2016-04-04
10398-101,CGP 57380,,,11644425,,,244.09,"InChI=1S/C11H9FN6/c12-6-1-3-7(4-2-6)16-11-8-9(13)14-5-15-10(8)17-18-11/h1-5H,(H4,13,14,15,16,17,18)",UQPMANVRZYYQMD-UHFFFAOYSA-N,NC1=NC=NC2=C1C(NC3=CC=C(F)C=C3)=NN2,,,2016-04-04
10399-102,Dorsomorphin,Compound C; BML275,,11524144,,,399.21,"InChI=1S/C24H25N5O/c1-2-12-28(13-3-1)14-15-30-22-6-4-19(5-7-22)21-16-26-24-23(17-27-29(24)18-21)20-8-10-25-11-9-20/h4-11,16-18H,1-3,12-15H2",XHBVYDAKJHETMP-UHFFFAOYSA-N,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3,,,2016-04-04
10400-101,FRAX597,,,70934541,,,557.18,"InChI=1S/C29H28ClN7OS/c1-3-37-27-20(14-24(28(37)38)23-9-4-19(15-25(23)30)26-17-31-18-39-26)16-32-29(34-27)33-21-5-7-22(8-6-21)36-12-10-35(2)11-13-36/h4-9,14-18H,3,10-13H2,1-2H3,(H,32,33,34)",DHUJCQOUWQMVCG-UHFFFAOYSA-N,CCN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=C(C=C3)C4=CN=CS4)Cl)NC5=CC=C(C=C5)N6CCN(CC6)C,,,2016-04-04
10401-101,GW2580,,,11617559,,,366.17,"InChI=1S/C20H22N4O3/c1-25-16-6-3-13(4-7-16)12-27-17-8-5-14(10-18(17)26-2)9-15-11-23-20(22)24-19(15)21/h3-8,10-11H,9,12H2,1-2H3,(H4,21,22,23,24)",MYQAUKPBNJWPIE-UHFFFAOYSA-N,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,,,2016-04-04
10402-101,Losmapimod,GSK-AHAB; SB856553; GW856553X,,11552706,,,383.20,"InChI=1S/C22H26FN3O2/c1-13-17(9-15(10-18(13)23)21(28)26-16-6-7-16)19-8-5-14(11-24-19)20(27)25-12-22(2,3)4/h5,8-11,16H,6-7,12H2,1-4H3,(H,25,27)(H,26,28)",KKYABQBFGDZVNQ-UHFFFAOYSA-N,CC1=C(C=C(C=C1C2=NC=C(C=C2)C(=O)NCC(C)(C)C)C(=O)NC3CC3)F,,,2016-04-04
10403-101,Necrostatin-1,,,2828334,,,259.08,"InChI=1S/C13H13N3OS/c1-16-12(17)11(15-13(16)18)6-8-7-14-10-5-3-2-4-9(8)10/h2-5,7,11,14H,6H2,1H3,(H,15,18)",TXUWMXQFNYDOEZ-UHFFFAOYSA-N,S=C(N(C)C1=O)NC1CC2=CNC3=C2C=CC=C3,,,2016-04-04
10404-101,PF-4708671,,,51371303,,,390.18,"InChI=1S/C19H21F3N6/c1-2-13-10-23-12-24-18(13)28-7-5-27(6-8-28)11-17-25-15-4-3-14(19(20,21)22)9-16(15)26-17/h3-4,9-10,12H,2,5-8,11H2,1H3,(H,25,26)",FBLPQCAQRNSVHB-UHFFFAOYSA-N,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,,,2016-04-04
10405-101,PP1,,,1400,,,281.16,"InChI=1S/C16H19N5/c1-10-5-7-11(8-6-10)13-12-14(17)18-9-19-15(12)21(20-13)16(2,3)4/h5-9H,1-4H3,(H2,17,18,19)",ZVPDNRVYHLRXLX-UHFFFAOYSA-N,CC1=CC=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)(C)C,,,2016-04-04
10406-102,PRT062607,P505-15,,44462758,,,393.20,"InChI=1S/C19H23N9O/c20-15-6-1-2-7-16(15)26-19-22-11-14(17(21)29)18(27-19)25-12-4-3-5-13(10-12)28-23-8-9-24-28/h3-5,8-11,15-16H,1-2,6-7,20H2,(H2,21,29)(H2,22,25,26,27)/t15-,16+/m0/s1",TXGKRVFSSHPBAJ-JKSUJKDBSA-N,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC=CC(=C3)N4N=CC=N4)C(=O)N,,,2016-04-04
10407-103,RO 31-8220,Bisindolylmaleimide IX,,5083,,,457.16,"InChI=1S/C25H23N5O2S/c1-29-13-17(15-7-2-4-9-19(15)29)21-22(24(32)28-23(21)31)18-14-30(11-6-12-33-25(26)27)20-10-5-3-8-16(18)20/h2-5,7-10,13-14H,6,11-12H2,1H3,(H3,26,27)(H,28,31,32)",DSXXEELGXBCYNQ-UHFFFAOYSA-N,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N,,,2016-04-04
10408-101,Sotrastaurin,AEB071,,10296883,,,438.18,"InChI=1S/C25H22N6O2/c1-30-10-12-31(13-11-30)25-27-19-9-5-3-7-16(19)22(28-25)21-20(23(32)29-24(21)33)17-14-26-18-8-4-2-6-15(17)18/h2-9,14,26H,10-13H2,1H3,(H,29,32,33)",OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,,,2016-04-04
10409-101,TAK-632,,,46209401,,,554.10,"InChI=1S/C27H18F4N4O3S/c28-19-7-6-17(12-21(19)33-23(36)11-14-2-1-3-16(10-14)27(29,30)31)38-22-9-8-20-24(18(22)13-32)39-26(34-20)35-25(37)15-4-5-15/h1-3,6-10,12,15H,4-5,11H2,(H,33,36)(H,34,35,37)",OJFKUJDRGJSAQB-UHFFFAOYSA-N,C1CC1C(=O)NC2=NC3=C(S2)C(=C(C=C3)OC4=CC(=C(C=C4)F)NC(=O)CC5=CC(=CC=C5)C(F)(F)F)C#N,,,2016-04-04
